City ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Temperature,Wind Speed
355,Kyzyl-Suu,50,KG,1659415577,46,42.3414,78.0056,20.53,3.17
356,Lázaro Cárdenas,99,MX,1659415292,87,17.9583,-102.2,27.02,1.23
357,Tilichiki,60,RU,1659415578,79,60.4667,166.1,13.9,3.32
358,Lotofaga,25,WS,1659415578,76,-13.9764,-171.8578,30.88,10.08
359,Klaksvík,100,FO,1659415578,94,62.2266,-6.589,10.51,4.95
360,Cachoeira do Sul,64,BR,1659415461,96,-30.0392,-52.8939,11.04,2.01
361,Bamenda,100,CM,1659415578,98,5.9527,10.1582,16.71,0.9
362,Parabel',0,RU,1659415579,52,58.6978,81.4825,17.71,4.36
363,Port Blair,40,IN,1659415067,79,11.6667,92.75,30.02,4.12
364,Forestville,75,US,1659415579,90,38.8451,-76.875,23.15,8.75
365,Chokwé,69,MZ,1659415579,76,-24.5333,32.9833,17.7,1.98
366,Lima,100,PE,1659415242,85,-12.0432,-77.0282,15.5,5.14
367,Bredy,99,RU,1659415580,88,52.4153,60.3411,17.02,3.59
368,Batemans Bay,4,AU,1659415580,41,-35.7167,150.1833,15.61,2.87
369,Heihe,37,CN,1659415580,34,50.2441,127.4902,26.32,5.83
370,Satka,100,RU,1659415580,95,55.0425,59.04,15.6,2.14
371,Touros,15,BR,1659415314,85,-5.1989,-35.4608,22.26,5.64
372,Leh,8,IN,1659415581,46,34.1667,77.5833,16.58,2.3
373,Barhi,78,IN,1659415581,58,23.9,80.8,31.45,2.55
374,Hong Kong,72,HK,1659415282,78,22.2855,114.1577,31.57,2.24
375,Smithers,0,CA,1659415347,51,54.7804,-127.1743,17.18,3.6
376,Kirakira,64,SB,1659415581,74,-10.4544,161.9205,28.52,4.29
377,Sabana de Torres,100,CO,1659415581,92,7.3915,-73.4957,25.34,0.79
378,Waitara,100,NZ,1659415582,75,-38.925,174.25,11.11,7.62
379,Mehamn,0,NO,1659415582,88,71.0357,27.8492,12.97,1.03
380,Province of Mantua,100,IT,1659415582,66,45.1667,10.7833,23.82,0.93
381,Crib Point,95,AU,1659415582,61,-38.35,145.2,16.36,8.77
382,Oussouye,68,SN,1659415583,87,12.485,-16.5469,25.1,3.42
383,Iquique,44,CL,1659415583,81,-20.2208,-70.1431,15.02,0.57
384,Dufftown,100,GB,1659415583,88,57.4333,-3.1333,15.62,4.19
385,Ca Mau,100,VN,1659415401,79,9.1769,105.15,27.94,1.9
386,Innisfail,100,AU,1659415584,91,-17.5333,146.0333,21.91,3.39
387,Yaransk,60,RU,1659415584,72,57.3033,47.8861,19.13,3.49
388,Kommunisticheskiy,33,RU,1659415584,37,61.6789,64.4819,21.82,1.72
389,Togur,0,RU,1659415584,49,58.3631,82.8265,18.32,4.11
390,Yingkou,20,CN,1659415585,75,40.6648,122.2283,29.53,3.44
391,Svelgen,99,NO,1659415585,63,61.7685,5.2955,12.95,3.04
392,Nur-Sultan,40,KZ,1659415585,73,51.1801,71.446,20.97,6.0
393,Salihorsk,100,BY,1659415585,92,52.7876,27.5415,17.18,4.08
394,Sarangani,90,PH,1659415586,74,5.4033,125.4636,28.33,5.37
395,Turukhansk,42,RU,1659415586,42,65.8167,87.9833,17.5,5.93
396,Bose,1,IT,1659415586,63,45.4612,8.0137,20.04,2.02
397,Isla Mujeres,40,MX,1659415586,85,21.2311,-86.731,28.98,3.88
398,Marang,100,MY,1659415587,83,5.2056,103.2059,28.85,1.71
399,De-Kastri,100,RU,1659415587,97,51.4667,140.7833,14.72,5.0
400,Jérémie,61,HT,1659415587,82,18.65,-74.1167,27.3,2.37
401,Beyneu,9,KZ,1659415587,28,45.3167,55.2,31.22,4.88
402,Japura,99,ID,1659415588,84,-0.3167,102.35,28.07,1.52
403,Praia,20,CV,1659415588,83,14.9215,-23.5087,23.3,0.51
404,Zhigansk,80,RU,1659415588,49,66.7697,123.3711,16.66,9.35
405,Mondeville,100,FR,1659415588,94,49.175,-0.3224,16.33,1.54
406,Hofn,91,IS,1659415589,78,64.2539,-15.2082,8.6,4.6
407,Forsytheganj,100,BY,1659415589,70,52.6333,29.7333,19.8,1.35
408,Yerofey Pavlovich,93,RU,1659415589,52,53.9667,121.9667,25.39,2.56
409,Puerto del Rosario,0,ES,1659415589,61,28.5004,-13.8627,25.86,6.17
410,Syracuse,0,IT,1659415413,65,37.0881,15.2792,21.65,2.84
411,Paidha,100,UG,1659415590,94,2.4167,30.9855,14.64,1.24
412,Pevek,100,RU,1659415590,61,69.7008,170.3133,10.3,6.4
413,Alofi,10,NU,1659415590,78,-19.0595,-169.9187,24.94,5.14
414,Nichinan,73,JP,1659415590,69,31.6,131.3667,30.82,4.06
415,Talnakh,14,RU,1659415591,55,69.4865,88.3972,10.67,7.54
416,Caniço,20,PT,1659415591,77,32.6333,-16.85,20.65,5.66
417,Saint Anthony,0,US,1659415591,73,45.0205,-93.218,20.09,1.54
418,Togul,75,RU,1659415591,74,53.465,85.9128,20.94,4.1
419,Urusha,95,RU,1659415592,52,54.05,122.9,25.48,2.67
420,Kyra,43,RU,1659415592,47,49.5776,111.9753,27.77,3.4
421,Mount Isa,2,AU,1659415592,20,-20.7333,139.5,30.87,3.6
422,Nanortalik,100,GL,1659415592,76,60.1432,-45.2371,7.4,4.8
423,Tibú,100,CO,1659415593,99,8.639,-72.7358,22.78,1.29
424,Paramonga,81,PE,1659415593,86,-10.6667,-77.8333,16.5,3.29
425,Daru,88,PG,1659415593,86,-9.0763,143.2092,26.54,6.16
426,Progreso,42,MX,1659415330,87,21.2833,-89.6667,26.73,5.35
427,Tambovka,69,RU,1659415594,46,50.0969,128.0489,31.69,6.74
428,Rocha,53,UY,1659415594,97,-34.4833,-54.3333,9.75,1.33
429,Myślibórz,34,PL,1659415594,71,52.9238,14.8679,16.41,1.61
430,Mayo,21,US,1659415389,87,38.8876,-76.5119,24.5,0.89
431,Fethiye,0,TR,1659415594,42,36.6217,29.1164,28.93,0.67
432,Saint-Pierre,0,RE,1659415595,52,-21.3393,55.4781,22.22,2.06
433,Warah,0,PK,1659415595,51,27.4481,67.7978,36.26,2.01
434,Huanuni,0,BO,1659415595,44,-18.2667,-66.85,2.86,1.51
435,Conceição do Araguaia,92,BR,1659415595,47,-8.2578,-49.2647,24.94,1.02
436,Canutama,98,BR,1659415596,80,-6.5339,-64.3831,24.21,1.33
437,San Rafael,5,AR,1659415596,47,-34.6177,-68.3301,9.62,3.54
438,Guerrero Negro,0,MX,1659415590,75,27.9769,-114.0611,22.52,6.06
439,Mapimí,36,MX,1659415578,40,25.8167,-103.85,24.7,1.84
440,Dospat,0,BG,1659415596,57,41.65,24.1667,15.39,1.36
441,Semnan,0,IR,1659415596,24,35.5729,53.3971,27.91,1.03
442,Suifenhe,26,CN,1659415597,49,44.4,131.1667,31.12,1.52
443,Estación Coahuila,0,MX,1659415597,36,32.1939,-115.0017,34.81,4.51
444,Chalmette,100,US,1659415597,84,29.9427,-89.9634,24.28,2.66
445,Włocławek,87,PL,1659415597,74,52.6482,19.0678,16.96,2.85
446,Provideniya,75,RU,1659415598,93,64.3833,-173.3,8.06,4.0
447,Cap Malheureux,2,MU,1659415598,73,-19.9842,57.6142,22.48,1.34
448,Aleksandrov Gay,5,RU,1659415598,40,50.147,48.5704,26.58,5.05
449,Prado,34,BR,1659415598,86,-17.3411,-39.2208,21.37,2.77
450,Winkler,72,CA,1659415599,82,49.1817,-97.941,17.97,0.51
451,Klyuchi,65,RU,1659415599,63,52.2667,79.1667,21.39,3.8
452,Ostrovnoy,100,RU,1659415599,91,68.0531,39.5131,13.06,6.41
453,Quryq,20,KZ,1659415600,32,43.2,51.65,31.52,2.88
454,Vostok,98,RU,1659415600,51,46.4856,135.8833,26.82,2.86
455,Tashara,19,RU,1659415600,47,55.5195,83.5094,20.74,3.81
456,Kiunga,99,PG,1659415600,65,-6.1219,141.2906,30.62,1.59
457,Port Lincoln,100,AU,1659415553,84,-34.7333,135.8667,11.63,13.91
458,Luanda,75,AO,1659415601,94,-8.8368,13.2343,18.0,1.54
459,Marzuq,14,YE,1659415601,61,14.4,46.4667,25.45,3.2
460,Yining,0,CN,1659415601,37,29.0361,114.5636,38.45,0.81
461,Kashgar,20,CN,1659415601,50,39.4547,75.9797,24.56,2.0
462,Deputatsky,100,RU,1659415602,95,69.3,139.9,8.75,1.4
463,Maxixe,40,MZ,1659415602,77,-23.8597,35.3472,18.8,6.26
464,Camaná,54,PE,1659415602,80,-16.6228,-72.7111,14.64,1.92
465,Geraldton,75,AU,1659415602,63,-28.7667,114.6,18.23,10.8
466,Pangody,30,RU,1659415603,46,65.85,74.4859,17.49,4.42
467,Mildura,100,AU,1659415248,42,-34.2,142.15,16.71,11.15
468,Vuktyl,63,RU,1659415603,42,63.8567,57.3094,21.17,3.06
469,Chittarkonda,99,IN,1659415603,67,18.1167,82.0833,30.31,0.73
470,Seydi,19,TM,1659415603,18,39.4816,62.9137,32.43,6.08
471,Nacogdoches,100,US,1659415604,75,31.6002,-94.6335,28.47,2.57
472,Ixtapa,100,MX,1659415604,89,20.7,-105.2,27.57,3.09
473,Koumac,51,NC,1659415604,75,-20.5667,164.2833,25.21,2.84
474,Pratāpgarh,22,IN,1659415604,70,24.0333,74.7833,28.55,6.23
475,Chernyshevskiy,51,RU,1659415605,54,63.0128,112.4714,24.62,2.43
476,Lewisburg,0,US,1659415530,89,35.4492,-86.7889,23.51,0.0
477,Glendive,0,US,1659415605,56,47.1053,-104.7125,25.78,4.63
478,Krasnogorskoye,71,RU,1659415605,56,52.2953,86.1979,23.24,2.73
479,Bintulu,20,MY,1659415344,62,3.1667,113.0333,31.62,1.54
480,Khorixas,0,NA,1659415605,78,-20.3667,14.9667,3.65,2.16
481,Puerto Ayacucho,88,VE,1659415606,93,5.6639,-67.6236,23.25,0.95
482,Švenčionys,88,LT,1659415606,90,55.15,26.1667,14.58,2.07
483,College,100,US,1659415568,84,64.8569,-147.8028,15.19,8.75
484,Kanniyākumāri,100,IN,1659415606,80,8.0833,77.5667,26.53,10.14
485,Pergamino,100,AR,1659415607,91,-33.89,-60.5736,7.73,0.89
486,Grand Forks,0,US,1659415607,82,47.9417,-97.4337,18.97,3.09
487,Maţāy,1,EG,1659415607,46,28.419,30.7792,27.68,4.15
488,Shirakawa,66,JP,1659415607,42,37.1223,140.2376,30.21,4.74
489,Pospelikha,52,RU,1659415608,50,51.95,81.7667,25.47,1.44
490,Äänekoski,87,FI,1659415608,100,62.6946,25.818,13.83,0.77
491,Rāzole,96,IN,1659415608,59,16.4833,81.8333,32.67,2.63
492,Florø,75,NO,1659415608,58,61.5996,5.0328,13.97,6.69
493,Dwārka,99,IN,1659415609,76,22.2394,68.9678,28.21,6.93
494,Port Hawkesbury,75,CA,1659415609,94,45.6169,-61.3485,18.47,3.09
495,Jinka,100,ET,1659415609,98,5.65,36.65,15.25,0.47
496,Russell,40,US,1659415609,100,32.3502,-85.1999,22.91,0.0
497,Tallmadge,100,US,1659415610,89,41.1015,-81.4418,21.88,3.6
498,Alvarães,100,BR,1659415610,99,-3.2208,-64.8042,22.58,0.49
499,Sobolevo,95,RU,1659415610,76,54.4299,31.8996,17.6,3.02
500,Gunjur,40,GM,1659415610,94,13.2019,-16.7339,24.04,0.0
501,Alekseyevsk,61,RU,1659415611,50,57.8406,108.3492,27.66,1.49
502,Necochea,100,AR,1659415611,82,-38.5473,-58.7368,10.52,3.35
503,Turaif,0,SA,1659415611,57,31.6725,38.6637,24.14,2.06
504,Portland,20,US,1659415179,65,45.5234,-122.6762,24.02,3.6
505,Miranda,99,CO,1659415612,91,3.2499,-76.2281,21.07,1.76
506,Betzdorf,90,DE,1659415612,85,50.7833,7.8833,14.17,2.57
507,Semīrom,84,IR,1659415612,33,31.4167,51.5667,22.94,1.29
508,Denpasar,40,ID,1659415398,79,-8.65,115.2167,28.73,6.17
509,Elizabethton,100,US,1659415352,87,36.3487,-82.2107,22.61,2.57
510,Miraflores,100,MX,1659415612,87,19.2167,-98.8083,16.0,0.99
511,Mapiripán,98,CO,1659415613,98,2.8892,-72.1256,22.26,2.32
512,Tulum,9,MX,1659415613,92,20.2167,-87.4667,25.97,2.27
513,Chivasso,0,IT,1659415613,70,45.1894,7.8872,20.22,3.09
514,Avilés,75,ES,1659415613,85,43.5547,-5.9248,20.83,3.09
515,South Kazakhstan Region,100,KZ,1659415614,21,43.0,68.0,32.73,0.84
516,Antofagasta,46,CL,1659415564,86,-23.65,-70.4,13.6,1.71
517,Orsha,99,BY,1659415614,83,54.5153,30.4053,18.27,0.85
518,Linxia Chengguanzhen,80,CN,1659415614,45,35.6003,103.2064,28.01,2.28
519,Labuhan,79,ID,1659415614,61,-6.8844,112.2051,30.78,4.78
520,Gravdal,75,NO,1659415615,93,68.1214,13.5031,9.94,4.63
521,Nemuro,100,JP,1659415615,94,43.3236,145.575,14.85,7.58
522,Zhezkazgan,20,KZ,1659415615,32,47.8043,67.7144,27.99,3.0
523,Raja,100,SS,1659415615,89,8.4596,25.678,20.41,1.22
524,Naze,66,JP,1659415616,77,28.3667,129.4833,29.51,4.78
525,Port Townsend,0,US,1659415616,80,48.117,-122.7605,15.8,5.36
526,Maní,56,CO,1659415616,97,4.8172,-72.2886,21.2,1.83
527,Verkhniy Ufaley,90,RU,1659415616,74,56.0567,60.2306,15.12,3.53
528,Ascension,0,US,1659415617,98,30.2169,-90.9001,24.47,0.0
529,Miandrivazo,0,MG,1659415617,52,-19.5167,45.4667,22.77,2.02
530,Vestmannaeyjar,23,IS,1659415617,76,63.4427,-20.2734,7.87,6.58
531,Saldanha,7,ZA,1659415617,70,-33.0117,17.9442,7.03,5.31
532,Tamiahua,40,MX,1659415618,88,21.2667,-97.45,25.48,3.08
533,Presidencia Roque Sáenz Peña,37,AR,1659415618,74,-26.7852,-60.4388,16.28,2.77
534,Atar,98,MR,1659415618,57,20.5169,-13.0499,28.44,2.41
535,Hokitika,100,NZ,1659415618,88,-42.7167,170.9667,13.17,12.8
536,Igrim,18,RU,1659415619,44,63.1906,64.4162,20.89,1.62
537,Altar,3,MX,1659415619,49,30.7,-111.8167,31.73,4.81
538,Husavik,100,IS,1659415619,94,66.0449,-17.3389,6.35,3.2
539,Sur,17,OM,1659415619,57,22.5667,59.5289,32.7,0.56
540,Oudtshoorn,100,ZA,1659415620,33,-33.5907,22.2014,11.78,2.08
541,Ganta,99,LR,1659415620,99,7.3022,-8.5308,19.46,0.63
542,Curaçá,0,BR,1659415620,78,-8.9903,-39.9094,19.41,5.55
543,Halifax,12,CA,1659415197,95,44.6453,-63.5724,17.56,4.12
544,Usinsk,63,RU,1659415620,44,65.9939,57.5281,20.93,6.49
545,Manjacaze,84,MZ,1659415621,67,-24.7117,33.8828,18.48,1.86
546,Amasya,14,TR,1659415621,70,40.6533,35.8331,21.85,1.43
547,Ancud,11,CL,1659415621,86,-41.8697,-73.8203,5.68,1.67
548,Mpika,0,ZM,1659415622,76,-11.8343,31.4529,11.55,2.65
549,Sioux Lookout,75,CA,1659415622,100,50.1001,-91.917,15.04,2.57
550,Shingū,100,JP,1659415622,51,33.7333,135.9833,33.88,3.68
551,Hare Bay,100,CA,1659415622,94,48.8499,-54.0148,16.78,0.54
552,Wairoa,99,NZ,1659415623,61,-39.0333,177.3667,12.11,3.47
553,Sistranda,84,NO,1659415623,72,63.7256,8.834,9.98,2.97
554,Storforshei,75,NO,1659415623,81,66.4043,14.5233,9.88,1.54
555,Borogontsy,100,RU,1659415623,97,62.6683,131.1683,16.26,2.79
556,Kameoka,90,JP,1659415624,52,35.0,135.5833,35.16,2.85
557,Sabang,100,ID,1659415538,84,5.8933,95.3214,26.35,11.93
